agency_cd,site_no,datetime,discharge_cfts,error_flag
USGS,15955000,6/23/2008,2840,A
USGS,15955000,6/24/2008,2830,A
USGS,15955000,6/25/2008,2930,A
USGS,15955000,6/26/2008,3140,A
USGS,15955000,6/27/2008,2970,A
USGS,15955000,6/28/2008,3070,A
USGS,15955000,6/29/2008,3200,A
USGS,15955000,6/30/2008,4150,A
USGS,15955000,7/1/2008,4480,A
USGS,15955000,7/2/2008,5960,A
USGS,15955000,7/3/2008,13200,A
USGS,15955000,7/4/2008,7070,A
USGS,15955000,7/5/2008,4270,A
USGS,15955000,7/6/2008,3270,A
USGS,15955000,7/7/2008,3050,A
USGS,15955000,7/8/2008,2970,A
USGS,15955000,7/9/2008,2980,A
USGS,15955000,7/10/2008,3150,A
USGS,15955000,7/11/2008,3010,A
USGS,15955000,7/12/2008,3400,A
USGS,15955000,7/13/2008,2840,A
USGS,15955000,7/14/2008,2480,A
USGS,15955000,7/15/2008,4090,A
USGS,15955000,7/16/2008,4720,A
USGS,15955000,7/17/2008,4350,A
USGS,15955000,7/18/2008,10600,A
USGS,15955000,7/19/2008,7350,A
USGS,15955000,7/20/2008,5900,A
USGS,15955000,7/21/2008,4210,A
USGS,15955000,7/22/2008,3410,A
USGS,15955000,7/23/2008,3770,A
USGS,15955000,7/24/2008,3850,A
USGS,15955000,7/25/2008,3100,A
USGS,15955000,7/26/2008,2610,A
USGS,15955000,7/27/2008,2230,A
USGS,15955000,7/28/2008,1990,A
USGS,15955000,7/29/2008,2070,A
USGS,15955000,7/30/2008,9070,A
USGS,15955000,7/31/2008,12700,A
USGS,15955000,8/1/2008,9050,A
USGS,15955000,8/2/2008,8200,A
USGS,15955000,8/3/2008,11700,A
USGS,15955000,8/4/2008,12800,A
USGS,15955000,8/5/2008,10900,A
USGS,15955000,8/6/2008,9000,A
USGS,15955000,8/7/2008,7640,A
USGS,15955000,8/8/2008,6390,A
USGS,15955000,8/9/2008,5520,A
USGS,15955000,8/10/2008,4810,A
USGS,15955000,8/11/2008,4370,A
USGS,15955000,8/12/2008,3910,A
USGS,15955000,8/13/2008,3620,A
USGS,15955000,8/14/2008,3440,A
USGS,15955000,8/15/2008,3230,A
USGS,15955000,8/16/2008,2940,A
USGS,15955000,8/17/2008,2720,A
USGS,15955000,8/18/2008,2550,A
USGS,15955000,8/19/2008,2370,A
USGS,15955000,8/20/2008,2150,A
USGS,15955000,8/21/2008,1960,A
USGS,15955000,8/22/2008,1870,A
USGS,15955000,8/23/2008,1730,A
USGS,15955000,8/24/2008,1600,A
USGS,15955000,8/25/2008,1510,A
USGS,15955000,8/26/2008,1460,A
USGS,15955000,8/27/2008,1390,A
USGS,15955000,8/28/2008,1340,A
USGS,15955000,8/29/2008,1270,A
USGS,15955000,8/30/2008,1220,A
USGS,15955000,8/31/2008,1180,A
USGS,15955000,9/1/2008,1150,A
USGS,15955000,9/2/2008,1120,A
USGS,15955000,9/3/2008,1090,A
USGS,15955000,9/4/2008,1060,A
USGS,15955000,9/5/2008,1040,A
USGS,15955000,9/6/2008,1020,A
USGS,15955000,9/7/2008,1010,A
USGS,15955000,9/8/2008,984,A
USGS,15955000,9/9/2008,970,A
USGS,15955000,9/10/2008,949,A
USGS,15955000,9/11/2008,935,A
USGS,15955000,9/12/2008,951,A
USGS,15955000,9/13/2008,932,A
USGS,15955000,9/14/2008,884,A
USGS,15955000,9/15/2008,834,A
USGS,15955000,9/16/2008,805,A
USGS,15955000,9/17/2008,800,A
USGS,15955000,9/18/2008,816,A
USGS,15955000,9/19/2008,801,A
USGS,15955000,9/20/2008,794,A
USGS,15955000,9/21/2008,796,A
USGS,15955000,9/22/2008,844,A
USGS,15955000,9/23/2008,821,A
USGS,15955000,9/24/2008,780,A
USGS,15955000,9/25/2008,753,A
USGS,15955000,9/26/2008,736,A
USGS,15955000,9/27/2008,712,A
USGS,15955000,9/28/2008,677,A
USGS,15955000,9/29/2008,585,A
USGS,15955000,9/30/2008,520,A:e
USGS,15955000,10/1/2008,490,A:e
USGS,15955000,10/2/2008,480,A:e
USGS,15955000,10/3/2008,470,A:e
USGS,15955000,10/4/2008,460,A:e
USGS,15955000,10/5/2008,450,A:e
USGS,15955000,10/6/2008,450,A:e
USGS,15955000,10/7/2008,440,A:e
USGS,15955000,10/8/2008,430,A:e
USGS,15955000,10/9/2008,420,A:e
USGS,15955000,10/10/2008,420,A:e
USGS,15955000,10/11/2008,410,A:e
USGS,15955000,10/12/2008,410,A:e
USGS,15955000,10/13/2008,400,A:e
USGS,15955000,10/14/2008,400,A:e
USGS,15955000,10/15/2008,390,A:e
USGS,15955000,10/16/2008,390,A:e
USGS,15955000,10/17/2008,380,A:e
USGS,15955000,10/18/2008,370,A:e
USGS,15955000,10/19/2008,360,A:e
USGS,15955000,10/20/2008,350,A:e
USGS,15955000,10/21/2008,340,A:e
USGS,15955000,10/22/2008,330,A:e
USGS,15955000,10/23/2008,330,A:e
USGS,15955000,10/24/2008,320,A:e
USGS,15955000,10/25/2008,310,A:e
USGS,15955000,10/26/2008,310,A:e
USGS,15955000,10/27/2008,300,A:e
USGS,15955000,10/28/2008,300,A:e
USGS,15955000,10/29/2008,290,A:e
USGS,15955000,10/30/2008,290,A:e
USGS,15955000,10/31/2008,280,A:e
USGS,15955000,11/1/2008,270,A:e
USGS,15955000,11/2/2008,270,A:e
USGS,15955000,11/3/2008,260,A:e
USGS,15955000,11/4/2008,260,A:e
USGS,15955000,11/5/2008,250,A:e
USGS,15955000,11/6/2008,250,A:e
USGS,15955000,11/7/2008,240,A:e
USGS,15955000,11/8/2008,230,A:e
USGS,15955000,11/9/2008,220,A:e
USGS,15955000,11/10/2008,220,A:e
USGS,15955000,11/11/2008,210,A:e
USGS,15955000,11/12/2008,210,A:e
USGS,15955000,11/13/2008,200,A:e
USGS,15955000,11/14/2008,190,A:e
USGS,15955000,11/15/2008,190,A:e
USGS,15955000,11/16/2008,180,A:e
USGS,15955000,11/17/2008,180,A:e
USGS,15955000,11/18/2008,170,A:e
USGS,15955000,11/19/2008,170,A:e
USGS,15955000,11/20/2008,160,A:e
USGS,15955000,11/21/2008,160,A:e
USGS,15955000,11/22/2008,150,A:e
USGS,15955000,11/23/2008,150,A:e
USGS,15955000,11/24/2008,150,A:e
USGS,15955000,11/25/2008,140,A:e
USGS,15955000,11/26/2008,140,A:e
USGS,15955000,11/27/2008,140,A:e
USGS,15955000,11/28/2008,130,A:e
USGS,15955000,11/29/2008,130,A:e
USGS,15955000,11/30/2008,130,A:e
USGS,15955000,12/1/2008,120,A:e
USGS,15955000,12/2/2008,120,A:e
USGS,15955000,12/3/2008,110,A:e
USGS,15955000,12/4/2008,110,A:e
USGS,15955000,12/5/2008,100,A:e
USGS,15955000,12/6/2008,95,A:e
USGS,15955000,12/7/2008,90,A:e
USGS,15955000,12/8/2008,90,A:e
USGS,15955000,12/9/2008,85,A:e
USGS,15955000,12/10/2008,80,A:e
USGS,15955000,12/11/2008,80,A:e
USGS,15955000,12/12/2008,75,A:e
USGS,15955000,12/13/2008,75,A:e
USGS,15955000,12/14/2008,70,A:e
USGS,15955000,12/15/2008,70,A:e
USGS,15955000,12/16/2008,70,A:e
USGS,15955000,12/17/2008,65,A:e
USGS,15955000,12/18/2008,65,A:e
USGS,15955000,12/19/2008,65,A:e
USGS,15955000,12/20/2008,60,A:e
USGS,15955000,12/21/2008,60,A:e
USGS,15955000,12/22/2008,55,A:e
USGS,15955000,12/23/2008,55,A:e
USGS,15955000,12/24/2008,50,A:e
USGS,15955000,12/25/2008,50,A:e
USGS,15955000,12/26/2008,48,A:e
USGS,15955000,12/27/2008,48,A:e
USGS,15955000,12/28/2008,46,A:e
USGS,15955000,12/29/2008,44,A:e
USGS,15955000,12/30/2008,42,A:e
USGS,15955000,12/31/2008,40,A:e
USGS,15955000,1/1/2009,38,A:e
USGS,15955000,1/2/2009,36,A:e
USGS,15955000,1/3/2009,36,A:e
USGS,15955000,1/4/2009,34,A:e
USGS,15955000,1/5/2009,32,A:e
USGS,15955000,1/6/2009,30,A:e
USGS,15955000,1/7/2009,30,A:e
USGS,15955000,1/8/2009,28,A:e
USGS,15955000,1/9/2009,28,A:e
USGS,15955000,1/10/2009,26,A:e
USGS,15955000,1/11/2009,26,A:e
USGS,15955000,1/12/2009,24,A:e
USGS,15955000,1/13/2009,24,A:e
USGS,15955000,1/14/2009,24,A:e
USGS,15955000,1/15/2009,24,A:e
USGS,15955000,1/16/2009,22,A:e
USGS,15955000,1/17/2009,22,A:e
USGS,15955000,1/18/2009,22,A:e
USGS,15955000,1/19/2009,22,A:e
USGS,15955000,1/20/2009,20,A:e
USGS,15955000,1/21/2009,20,A:e
USGS,15955000,1/22/2009,20,A:e
USGS,15955000,1/23/2009,18,A:e
USGS,15955000,1/24/2009,18,A:e
USGS,15955000,1/25/2009,16,A:e
USGS,15955000,1/26/2009,16,A:e
USGS,15955000,1/27/2009,14,A:e
USGS,15955000,1/28/2009,14,A:e
USGS,15955000,1/29/2009,14,A:e
USGS,15955000,1/30/2009,12,A:e
USGS,15955000,1/31/2009,12,A:e
USGS,15955000,2/1/2009,12,A:e
USGS,15955000,2/2/2009,12,A:e
USGS,15955000,2/3/2009,10,A:e
USGS,15955000,2/4/2009,9,A:e
USGS,15955000,2/5/2009,8,A:e
USGS,15955000,2/6/2009,8,A:e
USGS,15955000,2/7/2009,7,A:e
USGS,15955000,2/8/2009,7,A:e
USGS,15955000,2/9/2009,6,A:e
USGS,15955000,2/10/2009,6,A:e
USGS,15955000,2/11/2009,5,A:e
USGS,15955000,2/12/2009,5,A:e
USGS,15955000,2/13/2009,5,A:e
USGS,15955000,2/14/2009,4,A:e
USGS,15955000,2/15/2009,4,A:e
USGS,15955000,2/16/2009,4,A:e
USGS,15955000,2/17/2009,3,A:e
USGS,15955000,2/18/2009,3,A:e
USGS,15955000,2/19/2009,3,A:e
USGS,15955000,2/20/2009,3,A:e
USGS,15955000,2/21/2009,3,A:e
USGS,15955000,2/22/2009,3,A:e
USGS,15955000,2/23/2009,3,A:e
USGS,15955000,2/24/2009,3,A:e
USGS,15955000,2/25/2009,2,A:e
USGS,15955000,2/26/2009,2,A:e
USGS,15955000,2/27/2009,2,A:e
USGS,15955000,2/28/2009,2,A:e
USGS,15955000,3/1/2009,2,A:e
USGS,15955000,3/2/2009,2,A:e
USGS,15955000,3/3/2009,2,A:e
USGS,15955000,3/4/2009,2,A:e
USGS,15955000,3/5/2009,2,A:e
USGS,15955000,3/6/2009,2,A:e
USGS,15955000,3/7/2009,2,A:e
USGS,15955000,3/8/2009,1,A:e
USGS,15955000,3/9/2009,1,A:e
USGS,15955000,3/10/2009,1,A:e
USGS,15955000,3/11/2009,1,A:e
USGS,15955000,3/12/2009,1,A:e
USGS,15955000,3/13/2009,1,A:e
USGS,15955000,3/14/2009,1,A:e
USGS,15955000,3/15/2009,0,A:e
USGS,15955000,3/16/2009,0,A:e
USGS,15955000,3/17/2009,0,A:e
USGS,15955000,3/18/2009,0,A:e
USGS,15955000,3/19/2009,0,A:e
USGS,15955000,3/20/2009,0,A:e
USGS,15955000,3/21/2009,0,A:e
USGS,15955000,3/22/2009,0,A:e
USGS,15955000,3/23/2009,0,A:e
USGS,15955000,3/24/2009,0,A:e
USGS,15955000,3/25/2009,0,A:e
USGS,15955000,3/26/2009,0,A:e
USGS,15955000,3/27/2009,0,A:e
USGS,15955000,3/28/2009,0,A:e
USGS,15955000,3/29/2009,0,A:e
USGS,15955000,3/30/2009,0,A:e
USGS,15955000,3/31/2009,0,A:e
USGS,15955000,4/1/2009,0,A:e
USGS,15955000,4/2/2009,0,A:e
USGS,15955000,4/3/2009,0,A:e
USGS,15955000,4/4/2009,0,A:e
USGS,15955000,4/5/2009,0,A:e
USGS,15955000,4/6/2009,0,A:e
USGS,15955000,4/7/2009,0,A:e
USGS,15955000,4/8/2009,0,A:e
USGS,15955000,4/9/2009,0,A:e
USGS,15955000,4/10/2009,0,A:e
USGS,15955000,4/11/2009,0,A:e
USGS,15955000,4/12/2009,0,A:e
USGS,15955000,4/13/2009,0,A:e
USGS,15955000,4/14/2009,0,A:e
USGS,15955000,4/15/2009,0,A:e
USGS,15955000,4/16/2009,0,A:e
USGS,15955000,4/17/2009,0,A:e
USGS,15955000,4/18/2009,0,A:e
USGS,15955000,4/19/2009,0,A:e
USGS,15955000,4/20/2009,0,A:e
USGS,15955000,4/21/2009,0,A:e
USGS,15955000,4/22/2009,0,A:e
USGS,15955000,4/23/2009,0,A:e
USGS,15955000,4/24/2009,0,A:e
USGS,15955000,4/25/2009,0,A:e
USGS,15955000,4/26/2009,2,A:e
USGS,15955000,4/27/2009,10,A:e
USGS,15955000,4/28/2009,20,A:e
USGS,15955000,4/29/2009,80,A:e
USGS,15955000,4/30/2009,300,A:e
USGS,15955000,5/1/2009,500,A:e
USGS,15955000,5/2/2009,700,A:e
USGS,15955000,5/3/2009,400,A:e
USGS,15955000,5/4/2009,300,A:e
USGS,15955000,5/5/2009,300,A:e
USGS,15955000,5/6/2009,280,A:e
USGS,15955000,5/7/2009,270,A:e
USGS,15955000,5/8/2009,270,A:e
USGS,15955000,5/9/2009,260,A:e
USGS,15955000,5/10/2009,260,A:e
USGS,15955000,5/11/2009,260,A:e
USGS,15955000,5/12/2009,250,A:e
USGS,15955000,5/13/2009,250,A:e
USGS,15955000,5/14/2009,250,A:e
USGS,15955000,5/15/2009,240,A:e
USGS,15955000,5/16/2009,240,A:e
USGS,15955000,5/17/2009,300,A:e
USGS,15955000,5/18/2009,800,A:e
USGS,15955000,5/19/2009,1500,A:e
USGS,15955000,5/20/2009,3000,A:e
USGS,15955000,5/21/2009,5000,A:e
USGS,15955000,5/22/2009,8000,A:e
USGS,15955000,5/23/2009,10000,A:e
USGS,15955000,5/24/2009,11000,A:e
USGS,15955000,5/25/2009,12000,A:e
USGS,15955000,5/26/2009,12000,A:e
USGS,15955000,5/27/2009,6240,A
USGS,15955000,5/28/2009,4910,A
USGS,15955000,5/29/2009,5950,A
USGS,15955000,5/30/2009,4400,A
USGS,15955000,5/31/2009,4410,A
USGS,15955000,6/1/2009,5090,A
USGS,15955000,6/2/2009,6530,A
USGS,15955000,6/3/2009,12000,A
USGS,15955000,6/4/2009,18300,A
USGS,15955000,6/5/2009,25900,A
USGS,15955000,6/6/2009,28900,A
USGS,15955000,6/7/2009,22200,A
USGS,15955000,6/8/2009,15900,A
USGS,15955000,6/9/2009,14200,A
USGS,15955000,6/10/2009,22200,A
USGS,15955000,6/11/2009,20000,A
USGS,15955000,6/12/2009,9350,A
USGS,15955000,6/13/2009,6800,A
USGS,15955000,6/14/2009,5880,A
USGS,15955000,6/15/2009,7240,A
USGS,15955000,6/16/2009,5870,A
USGS,15955000,6/17/2009,5910,A
USGS,15955000,6/18/2009,6140,A
USGS,15955000,6/19/2009,6140,A
USGS,15955000,6/20/2009,5880,A
USGS,15955000,6/21/2009,11200,A
USGS,15955000,6/22/2009,13500,A
USGS,15955000,6/23/2009,9030,A
USGS,15955000,6/24/2009,6840,A
USGS,15955000,6/25/2009,6730,A
USGS,15955000,6/26/2009,8230,A
USGS,15955000,6/27/2009,11300,A
USGS,15955000,6/28/2009,9460,A
USGS,15955000,6/29/2009,6590,A
USGS,15955000,6/30/2009,4550,A
USGS,15955000,7/1/2009,4750,A
USGS,15955000,7/2/2009,5520,A
USGS,15955000,7/3/2009,4730,A
USGS,15955000,7/4/2009,4010,A
USGS,15955000,7/5/2009,3480,A
USGS,15955000,7/6/2009,2970,A
USGS,15955000,7/7/2009,2730,A
USGS,15955000,7/8/2009,2910,A
USGS,15955000,7/9/2009,2940,A
USGS,15955000,7/10/2009,11000,A
USGS,15955000,7/11/2009,11000,A
USGS,15955000,7/12/2009,11200,A
USGS,15955000,7/13/2009,9330,A
USGS,15955000,7/14/2009,6150,A
USGS,15955000,7/15/2009,4870,A
USGS,15955000,7/16/2009,3850,A
USGS,15955000,7/17/2009,3100,A
USGS,15955000,7/18/2009,2730,A
USGS,15955000,7/19/2009,2500,A
USGS,15955000,7/20/2009,2340,A
USGS,15955000,7/21/2009,2240,A
USGS,15955000,7/22/2009,2240,A
USGS,15955000,7/23/2009,2540,A
USGS,15955000,7/24/2009,3640,A
USGS,15955000,7/25/2009,5540,A
USGS,15955000,7/26/2009,4800,A
USGS,15955000,7/27/2009,3590,A
USGS,15955000,7/28/2009,2960,A
USGS,15955000,7/29/2009,2760,A
USGS,15955000,7/30/2009,2560,A
USGS,15955000,7/31/2009,2490,A
USGS,15955000,8/1/2009,2720,A
USGS,15955000,8/2/2009,3220,A
USGS,15955000,8/3/2009,3170,A
USGS,15955000,8/4/2009,2680,A
USGS,15955000,8/5/2009,2300,A
USGS,15955000,8/6/2009,2070,A
USGS,15955000,8/7/2009,1910,A
USGS,15955000,8/8/2009,1820,A
USGS,15955000,8/9/2009,2040,A
USGS,15955000,8/10/2009,2370,A
USGS,15955000,8/11/2009,2370,A
USGS,15955000,8/12/2009,2260,A
USGS,15955000,8/13/2009,2440,A
USGS,15955000,8/14/2009,2900,A
USGS,15955000,8/15/2009,3600,A
USGS,15955000,8/16/2009,5040,A
USGS,15955000,8/17/2009,3750,A
USGS,15955000,8/18/2009,2970,A
USGS,15955000,8/19/2009,2660,A
USGS,15955000,8/20/2009,2310,A
USGS,15955000,8/21/2009,1960,A
USGS,15955000,8/22/2009,1700,A
USGS,15955000,8/23/2009,1510,A
USGS,15955000,8/24/2009,1370,A
USGS,15955000,8/25/2009,1370,A
USGS,15955000,8/26/2009,1630,A
USGS,15955000,8/27/2009,1650,A
USGS,15955000,8/28/2009,1710,A
USGS,15955000,8/29/2009,2620,A
USGS,15955000,8/30/2009,3590,A
USGS,15955000,8/31/2009,3960,A
USGS,15955000,9/1/2009,3580,A
USGS,15955000,9/2/2009,3150,A
USGS,15955000,9/3/2009,2750,A
USGS,15955000,9/4/2009,2460,A
USGS,15955000,9/5/2009,2340,A
USGS,15955000,9/6/2009,2170,A
USGS,15955000,9/7/2009,2180,A
USGS,15955000,9/8/2009,2110,A
USGS,15955000,9/9/2009,2100,A
USGS,15955000,9/10/2009,2000,A
USGS,15955000,9/11/2009,1820,A
USGS,15955000,9/12/2009,1640,A
USGS,15955000,9/13/2009,1580,A
USGS,15955000,9/14/2009,1520,A
USGS,15955000,9/15/2009,1450,A
USGS,15955000,9/16/2009,1350,A
USGS,15955000,9/17/2009,1290,A
USGS,15955000,9/18/2009,1320,A
USGS,15955000,9/19/2009,1240,A
USGS,15955000,9/20/2009,1140,A
USGS,15955000,9/21/2009,1030,A
USGS,15955000,9/22/2009,950,A
USGS,15955000,9/23/2009,967,A
USGS,15955000,9/24/2009,932,A
USGS,15955000,9/25/2009,877,A
USGS,15955000,9/26/2009,822,A
USGS,15955000,9/27/2009,700,A:e
USGS,15955000,9/28/2009,620,A:e
USGS,15955000,9/29/2009,540,A:e
USGS,15955000,9/30/2009,480,A:e
USGS,15955000,10/1/2009,440,A:e
USGS,15955000,10/2/2009,430,A:e
USGS,15955000,10/3/2009,410,A:e
USGS,15955000,10/4/2009,410,A:e
USGS,15955000,10/5/2009,430,A:e
USGS,15955000,10/6/2009,450,A:e
USGS,15955000,10/7/2009,460,A:e
USGS,15955000,10/8/2009,480,A:e
USGS,15955000,10/9/2009,490,A:e
USGS,15955000,10/10/2009,480,A:e
USGS,15955000,10/11/2009,470,A:e
USGS,15955000,10/12/2009,450,A:e
USGS,15955000,10/13/2009,430,A:e
USGS,15955000,10/14/2009,410,A:e
USGS,15955000,10/15/2009,380,A:e
USGS,15955000,10/16/2009,350,A:e
USGS,15955000,10/17/2009,320,A:e
USGS,15955000,10/18/2009,300,A:e
USGS,15955000,10/19/2009,270,A:e
USGS,15955000,10/20/2009,240,A:e
USGS,15955000,10/21/2009,220,A:e
USGS,15955000,10/22/2009,200,A:e
USGS,15955000,10/23/2009,190,A:e
USGS,15955000,10/24/2009,180,A:e
USGS,15955000,10/25/2009,170,A:e
USGS,15955000,10/26/2009,170,A:e
USGS,15955000,10/27/2009,160,A:e
USGS,15955000,10/28/2009,160,A:e
USGS,15955000,10/29/2009,150,A:e
USGS,15955000,10/30/2009,150,A:e
USGS,15955000,10/31/2009,140,A:e
USGS,15955000,11/1/2009,140,A:e
USGS,15955000,11/2/2009,140,A:e
USGS,15955000,11/3/2009,130,A:e
USGS,15955000,11/4/2009,130,A:e
USGS,15955000,11/5/2009,130,A:e
USGS,15955000,11/6/2009,130,A:e
USGS,15955000,11/7/2009,130,A:e
USGS,15955000,11/8/2009,130,A:e
USGS,15955000,11/9/2009,130,A:e
USGS,15955000,11/10/2009,120,A:e
USGS,15955000,11/11/2009,120,A:e
USGS,15955000,11/12/2009,120,A:e
USGS,15955000,11/13/2009,120,A:e
USGS,15955000,11/14/2009,120,A:e
USGS,15955000,11/15/2009,120,A:e
USGS,15955000,11/16/2009,115,A:e
USGS,15955000,11/17/2009,115,A:e
USGS,15955000,11/18/2009,115,A:e
USGS,15955000,11/19/2009,110,A:e
USGS,15955000,11/20/2009,110,A:e
USGS,15955000,11/21/2009,110,A:e
USGS,15955000,11/22/2009,110,A:e
USGS,15955000,11/23/2009,100,A:e
USGS,15955000,11/24/2009,100,A:e
USGS,15955000,11/25/2009,100,A:e
USGS,15955000,11/26/2009,100,A:e
USGS,15955000,11/27/2009,100,A:e
USGS,15955000,11/28/2009,100,A:e
USGS,15955000,11/29/2009,100,A:e
USGS,15955000,11/30/2009,100,A:e
USGS,15955000,12/1/2009,100,A:e
USGS,15955000,12/2/2009,90,A:e
USGS,15955000,12/3/2009,90,A:e
USGS,15955000,12/4/2009,90,A:e
USGS,15955000,12/5/2009,90,A:e
USGS,15955000,12/6/2009,90,A:e
USGS,15955000,12/7/2009,90,A:e
USGS,15955000,12/8/2009,90,A:e
USGS,15955000,12/9/2009,90,A:e
USGS,15955000,12/10/2009,90,A:e
USGS,15955000,12/11/2009,80,A:e
USGS,15955000,12/12/2009,80,A:e
USGS,15955000,12/13/2009,80,A:e
USGS,15955000,12/14/2009,80,A:e
USGS,15955000,12/15/2009,80,A:e
USGS,15955000,12/16/2009,80,A:e
USGS,15955000,12/17/2009,80,A:e
USGS,15955000,12/18/2009,80,A:e
USGS,15955000,12/19/2009,80,A:e
USGS,15955000,12/20/2009,80,A:e
USGS,15955000,12/21/2009,80,A:e
USGS,15955000,12/22/2009,80,A:e
USGS,15955000,12/23/2009,70,A:e
USGS,15955000,12/24/2009,70,A:e
USGS,15955000,12/25/2009,70,A:e
USGS,15955000,12/26/2009,70,A:e
USGS,15955000,12/27/2009,70,A:e
USGS,15955000,12/28/2009,70,A:e
USGS,15955000,12/29/2009,70,A:e
USGS,15955000,12/30/2009,70,A:e
USGS,15955000,12/31/2009,70,A:e
USGS,15955000,1/1/2010,70,A:e
USGS,15955000,1/2/2010,70,A:e
USGS,15955000,1/3/2010,60,A:e
USGS,15955000,1/4/2010,60,A:e
USGS,15955000,1/5/2010,60,A:e
USGS,15955000,1/6/2010,60,A:e
USGS,15955000,1/7/2010,60,A:e
USGS,15955000,1/8/2010,60,A:e
USGS,15955000,1/9/2010,60,A:e
USGS,15955000,1/10/2010,60,A:e
USGS,15955000,1/11/2010,60,A:e
USGS,15955000,1/12/2010,60,A:e
USGS,15955000,1/13/2010,60,A:e
USGS,15955000,1/14/2010,60,A:e
USGS,15955000,1/15/2010,60,A:e
USGS,15955000,1/16/2010,60,A:e
USGS,15955000,1/17/2010,50,A:e
USGS,15955000,1/18/2010,50,A:e
USGS,15955000,1/19/2010,50,A:e
USGS,15955000,1/20/2010,50,A:e
USGS,15955000,1/21/2010,50,A:e
USGS,15955000,1/22/2010,50,A:e
USGS,15955000,1/23/2010,50,A:e
USGS,15955000,1/24/2010,50,A:e
USGS,15955000,1/25/2010,50,A:e
USGS,15955000,1/26/2010,50,A:e
USGS,15955000,1/27/2010,50,A:e
USGS,15955000,1/28/2010,50,A:e
USGS,15955000,1/29/2010,50,A:e
USGS,15955000,1/30/2010,40,A:e
USGS,15955000,1/31/2010,40,A:e
USGS,15955000,2/1/2010,40,A:e
USGS,15955000,2/2/2010,40,A:e
USGS,15955000,2/3/2010,40,A:e
USGS,15955000,2/4/2010,40,A:e
USGS,15955000,2/5/2010,40,A:e
USGS,15955000,2/6/2010,40,A:e
USGS,15955000,2/7/2010,40,A:e
USGS,15955000,2/8/2010,40,A:e
USGS,15955000,2/9/2010,40,A:e
USGS,15955000,2/10/2010,35,A:e
USGS,15955000,2/11/2010,35,A:e
USGS,15955000,2/12/2010,35,A:e
USGS,15955000,2/13/2010,35,A:e
USGS,15955000,2/14/2010,35,A:e
USGS,15955000,2/15/2010,35,A:e
USGS,15955000,2/16/2010,35,A:e
